Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/4/2015 12:38:29,JWW front,Day 1,LJR,,Female,Junior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a semester,
3/4/2015 12:39:12,SciLi,Day 1,ej,,Female,First-year,None,Yes,Hetero,White,Life sciences,No,Domestic,Yes,No opinion,Centrist,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Yes,Yes,"Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a month,
3/4/2015 12:39:59,JWW front,Day 1,LJR,,Female,Senior,"Grants, covering some costs",Yes,Hetero,White,Life sciences,No,International,No,Somewhat approve,Somewhat liberal,Somewhat liberal,No opinion,Strongly disapprove,Not familiar enough to answer,"No, they were too lenient","No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Multiple times a week,
3/4/2015 12:40:25,SciLi,Day 1,ej,,Female,Sophomore,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Very conservative,Somewhat cons,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life",I have had grad students as teaching assistants,Neutral,I do not use my laptop in class,Once a month,
3/4/2015 12:41:16,JWW front,Day 1,LJR,,Male,Junior,None,No,Hetero,White,Physical sciences,No,Domestic,Yes,No opinion,Somewhat cons,Somewhat liberal,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,'0 minutes',Never,
3/4/2015 12:42:05,SciLi,Day 1,ej,,Male,Junior,Grants and loans,No,Hetero,White,Physical sciences,No,Domestic,Yes,No opinion,Centrist,Centrist,Very uncomfortable,Strongly disapprove,"No, they were too harsh",Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Once a month,
3/4/2015 12:43:39,SciLi,Day 1,ej,,Male,First-year,"Grants, covering some costs",No,Hetero,Black,Physical sciences,Yes,Domestic,No,Strongly approve,No opinion,Very lib,Very comfortable,Somewhat approve,Yes,No opinion,"Yes, about my social life, Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'0 minutes',Never,
3/4/2015 12:43:51,JWW front,Day 1,LJR,,Male,Senior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,Yes,Somewhat approve,Somewhat cons,,No opinion,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Other",Neutral,'10 minutes',Multiple times a week,
3/4/2015 12:44:51,SciLi,Day 1,ej,,Female,Junior,None,No,Hetero,Asian,Social sciences,No,International,No,Somewhat approve,Centrist,Centrist,Somewhat comfortable,Somewhat approve,Yes,Yes,,I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a semester,
3/4/2015 12:45:17,JWW front,Day 1,LJR,,Male,Sophomore,"Grants, covering some costs",No,Hetero,"White, Hispanic",Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,"No, they were too lenient","No, they were too lenient","Yes, about my socioeconomic status","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,'10 minutes',Once a semester,
3/4/2015 12:46:19,SciLi,Day 1,ej,,Male,Senior,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat cons,Very lib,No opinion,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,,"I have had grad students as teaching assistants, I have interacted with grad students while doing research, Other",Somewhat positive,I do not use my laptop in class,Never,
3/4/2015 12:47:07,JWW front,Day 1,LJR,,Female,Sophomore,"Grants, covering some costs",No,Hetero,White,Social sciences,No,Domestic,Yes,Somewhat approve,Centrist,Very lib,Very comfortable,Somewhat approve,Yes,"No, they were too harsh","Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'20 minutes',Once a week,
3/4/2015 12:47:44,SciLi,Day 1,ej,,Male,Senior,Grants and loans,No,Hetero,"White, Asian",Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very uncomfortable,No opinion,"No, they were too lenient",No opinion,"Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'0 minutes',Once a week,
3/4/2015 12:48:54,SciLi,Day 1,ej,,Male,Junior,Grants and loans,No,Hetero,Asian,"Social sciences, Life sciences",No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my social life","I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'30 minutes',Once a semester,
3/4/2015 12:49:02,JWW front,Day 1,LJR,,Female,Senior,"Grants, covering some costs",No,Hetero,Hispanic,Humanities/arts,Yes,Domestic,Yes,Somewhat disapprove,Very lib,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Once a week,
3/4/2015 12:50:01,SciLi,Day 1,ej,,Male,First-year,"Grants, covering some costs",No,Hetero,White,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Strongly approve,"No, they were too lenient","No, they were too lenient","No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,I do not use my laptop in class,Never,
3/4/2015 12:50:31,JWW front,Day 1,LJR,,Male,Junior,None,No,Hetero,Asian,Humanities/arts,No,International,No,Strongly approve,Centrist,Centrist,Very comfortable,No opinion,"No, they were too harsh",No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Multiple times a week,
3/4/2015 12:50:39,JWW front,Day 1,LJR,,Male,Junior,None,No,Hetero,Asian,Humanities/arts,No,International,No,Strongly approve,Centrist,Centrist,Very comfortable,No opinion,"No, they were too harsh",No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Multiple times a week,
3/4/2015 12:51:55,SciLi,Day 1,ej,,Male,First-year,None,No,Hetero,"White, Asian",Physical sciences,No,International,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Somewhat positive,'10 minutes',Once a week,
3/4/2015 12:52:07,JWW front,Day 1,LJR,,Female,Junior,None,No,Hetero,White,Physical sciences,No,Domestic,No,No opinion,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"Yes, about my academic ability",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Once a week,
3/4/2015 12:53:13,SciLi,Day 1,ej,,Female,Senior,Grants and loans,No,Gay,Black,Life sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Not familiar enough to answer,,"I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'10 minutes',Never,
3/4/2015 12:54:03,JWW front,Day 1,LJR,,Female,First-year,Grants and loans,No,Hetero,Asian,Physical sciences,No,Domestic,Yes,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,Very positive,'10 minutes',Once a semester,
3/4/2015 12:54:30,SciLi,Day 1,ej,,Female,Junior,"Grants, covering some costs",No,Hetero,Asian,Physical sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Centrist,Somewhat uncomfortable,Strongly disapprove,Not familiar enough to answer,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a week,
3/4/2015 12:55:54,JWW front,Day 1,LJR,,Male,Senior,None,No,Hetero,White,Social sciences,No,Domestic,Yes,Strongly approve,Centrist,Very lib,Somewhat uncomfortable,Strongly disapprove,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Once a month,
3/4/2015 12:57:18,JWW front,Day 1,LJR,,Female,Junior,Grants and loans,Yes,Hetero,White,Social sciences,No,Domestic,No,Strongly approve,Somewhat cons,Somewhat cons,Somewhat comfortable,Somewhat disapprove,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'20 minutes',Once a month,
3/4/2015 12:59:17,SciLi,Day 1,ec,,Male,First-year,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat approve,Not familiar enough to answer,No opinion,"No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,Somewhat positive,'0 minutes',Once a month,
3/4/2015 12:59:25,JWW front,Day 1,LJR,,Female,Sophomore,None,No,Hetero,Asian,Life sciences,No,International,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'20 minutes',Once a month,
3/4/2015 13:00:56,SciLi,Day 1,ec,,Male,Junior,None,No,Hetero,White,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,I do not use my laptop in class,Never,
3/4/2015 13:01:50,JWW front,Day 1,LJR,,Male,Junior,None,No,Hetero,White,Humanities/arts,No,International,Yes,Somewhat approve,Somewhat cons,Very lib,No opinion,No opinion,"No, they were too harsh",Yes,"Yes, about my academic ability",Other,Very positive,'0 minutes',Once a month,
3/4/2015 13:03:23,SciLi,Day 1,ec,,Male,Sophomore,"Grants, covering all costs",No,Other,,Physical sciences,No,International,No,No opinion,No opinion,Very lib,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my socioeconomic status",Other,Very positive,I do not use my laptop in class,Multiple times a week,
3/4/2015 13:03:51,JWW front,Day 1,LJR,,Female,Junior,Grants and loans,No,Hetero,"Hispanic, Black",Social sciences,Yes,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Very comfortable,Strongly disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my socioeconomic status","I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, Other",Very positive,I do not use my laptop in class,Once a semester,
3/4/2015 13:05:27,SciLi,Day 1,ec,,Female,Senior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,Yes,Strongly approve,Somewhat cons,Very lib,Somewhat uncomfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a month,
3/4/2015 13:05:30,SciLi,Day 1,ec,,Female,Senior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,Yes,Strongly approve,Somewhat cons,Very lib,Somewhat uncomfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a month,
3/4/2015 13:07:54,SciLi,Day 1,ec,,Female,Sophomore,"Grants, covering some costs",No,Bisexual,"Black, Other",Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,"No, they were too lenient","Yes, about my academic ability, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,I do not use my laptop in class,Once a semester,
